online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
376.6930000000,479.0650000000,453.5760000000,12.0610000000,7.3510000000,7.2950000000,8.9820000000,6.8000000000,6.7950000000,12.6110000000,7.6060000000,19.3240000000,10.5120000000,6.4830000000,62.6640000000,60359.1619999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,127854.4200000000,0.1190000000,0.1260000000,690.9280000000,126.7040000000,65981.4270000000,65975.8770000000,0.0030000000,61872.9900000000,86428471,86427438,29211,29211,84827314,84827305,84827296,84827305,0,0,1601157,1600133,0.4069040914,0.4069040914
380.9290000000,495.7750000000,473.9870000000,11.7220000000,7.1130000000,7.2060000000,8.8290000000,6.6680000000,6.7160000000,12.6290000000,7.9260000000,19.3380000000,10.5470000000,6.4050000000,61.7330000000,66534.0930000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,160904.8120000000,0.1190000000,0.1260000000,690.9280000000,126.7040000000,92827.0890000000,92822.7180000000,0.0040000000,68077.7200000000,86428453,86427438,29211,29211,84827305,84827305,84827296,84827305,0,0,1601148,1600133,0.8971680321,0.8971680321
392.2110000000,501.3600000000,462.3590000000,12.5330000000,7.3910000000,6.6180000000,9.9560000000,7.0040000000,7.7620000000,13.8070000000,8.2910000000,19.5500000000,10.6940000000,6.8510000000,64.4820000000,64893.1040000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,132749.0200000000,0.1160000000,0.1590000000,620.6080000000,155.0780000000,66271.8600000000,66265.8430000000,0.0030000000,66477.1590000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.4069040914,0.4069040914
378.8930000000,492.8960000000,471.2940000000,11.6730000000,7.1020000000,6.2920000000,9.4740000000,6.6100000000,7.6820000000,13.3240000000,7.7470000000,19.2520000000,10.0980000000,6.5560000000,61.3140000000,67227.6350000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,133411.2750000000,0.1160000000,0.1590000000,620.6080000000,155.0780000000,64648.4940000000,64644.1980000000,0.0030000000,68762.7780000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,1.0025642204,1.0025642204
372.5670000000,480.6860000000,459.0910000000,11.2920000000,7.4550000000,8.1210000000,9.2620000000,6.8390000000,7.2010000000,12.6810000000,7.6930000000,19.2620000000,11.0310000000,6.3620000000,61.7560000000,61923.2100000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,130483.3690000000,0.1110000000,0.1170000000,538.8480000000,198.6790000000,67041.9570000000,67036.4040000000,0.0020000000,63441.4090000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.4856290702,0.4856290702
384.6760000000,501.4170000000,486.2810000000,11.5270000000,7.3090000000,8.1870000000,9.6230000000,6.8700000000,7.1880000000,13.0780000000,7.6160000000,19.4270000000,11.0170000000,6.5800000000,62.0420000000,61625.8649999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,124272.3540000000,0.1110000000,0.1170000000,538.8480000000,198.6790000000,61068.3390000000,61064.0430000000,0.0040000000,63204.0110000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.4750053962,0.4750053962
378.2840000000,492.0660000000,457.0250000000,10.9800000000,7.4340000000,6.7030000000,9.0550000000,6.9250000000,7.3930000000,12.6350000000,8.0410000000,19.5530000000,11.1200000000,6.9450000000,63.5020000000,61775.2990000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,127155.0570000000,0.1060000000,0.1260000000,556.6640000000,155.7770000000,63851.9780000000,63846.6980000000,0.0020000000,63303.0760000000,86428471,86427438,29211,29220,84827314,84827305,84827296,84827305,0,0,1601157,1600133,0.3585660146,0.3585660146
383.1920000000,508.9910000000,481.0000000000,10.8620000000,7.2100000000,6.5090000000,9.0930000000,6.8830000000,7.2460000000,12.8750000000,7.7020000000,19.6470000000,11.3920000000,7.4160000000,62.5870000000,61902.7250000003,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,124088.8870000000,0.1060000000,0.1260000000,556.6640000000,155.7770000000,60618.9580000000,60614.6820000000,0.0030000000,63469.9270000000,86428462,86427438,29211,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.3939681150,0.3939681150
377.9580000000,478.9170000000,449.7100000000,11.0040000000,7.1630000000,6.5470000000,8.8890000000,6.9780000000,6.9680000000,12.4340000000,7.9860000000,19.0560000000,10.7150000000,6.7650000000,62.8800000000,59793.2380000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,122016.8500000000,0.1050000000,0.1260000000,357.7260000000,185.2930000000,60711.2450000000,60705.0720000000,0.0040000000,61305.6010000000,86428462,86427438,29220,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.4174290345,0.4174290345
387.2450000000,503.7400000000,482.4540000000,11.5220000000,7.2830000000,6.6700000000,9.1440000000,6.9620000000,7.0000000000,12.7570000000,8.0350000000,19.2990000000,10.8750000000,6.6310000000,62.9540000000,58689.9660000003,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,115929.8510000000,0.1050000000,0.1260000000,357.7260000000,185.2930000000,55672.4220000000,55668.2130000000,0.0030000000,60257.4260000000,86428462,86427438,29220,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,1.0066654188,1.0066654188
384.0150000000,490.9420000000,460.4690000000,12.2300000000,7.7570000000,6.8090000000,9.5160000000,7.0510000000,8.0360000000,13.4510000000,8.3040000000,18.4530000000,10.3800000000,6.7070000000,66.2290000000,57662.9940000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,117133.0920000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,57928.1240000000,57922.4980000000,0.0040000000,59204.9660000000,86428471,86427438,29211,29220,84827314,84827305,84827296,84827305,0,0,1601157,1600133,0.4069040914,0.4069040914
392.9770000000,511.3590000000,488.9190000000,12.2080000000,7.3610000000,6.6550000000,9.4690000000,6.8960000000,8.1400000000,13.3300000000,8.3540000000,18.7870000000,10.5400000000,6.8090000000,66.6160000000,55632.4650000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,115797.6210000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,58561.6470000000,58557.4220000000,0.0030000000,57235.9710000000,86428462,86427438,29211,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,1.0523880794,1.0523880794
391.5760000000,510.1250000000,487.7990000000,12.1030000000,7.3630000000,6.7910000000,9.5190000000,7.0240000000,7.9570000000,13.4020000000,8.3050000000,18.7950000000,10.4000000000,6.5920000000,65.9630000000,58264.1270000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,117373.0320000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,57518.4470000000,57514.3600000000,0.0030000000,59854.5820000000,86428453,86427438,29211,29220,84827305,84827305,84827296,84827305,0,0,1601148,1600133,1.1158974299,1.1158974299
392.6210000000,513.0490000000,488.2670000000,12.0730000000,7.5750000000,6.7360000000,9.6160000000,6.8880000000,7.9270000000,13.6240000000,8.2800000000,18.6960000000,10.6310000000,6.7560000000,65.6560000000,60343.6140000006,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,126032.3750000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,64086.8280000000,64082.6430000000,0.0030000000,61945.5440000000,86428462,86427438,29211,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.7816385967,0.7816385967
391.7730000000,509.4360000000,485.1120000000,12.3540000000,7.5380000000,6.6380000000,9.4490000000,6.9490000000,8.0750000000,13.1550000000,8.3260000000,18.9150000000,10.6300000000,6.8460000000,65.7390000000,60071.4820000005,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,127692.3500000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,66029.1560000000,66024.7440000000,0.0030000000,61663.1920000000,86428462,86427438,29211,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.9603883374,0.9603883374
386.6540000000,505.3460000000,484.1310000000,12.1160000000,7.4650000000,6.6510000000,9.5220000000,6.8720000000,7.8070000000,13.3130000000,8.2040000000,18.8540000000,10.7380000000,6.6410000000,64.9610000000,63540.4329999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,125583.8370000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,60464.4560000000,60460.0710000000,0.0030000000,65119.3780000000,86428462,86427438,29211,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.9054326402,0.9054326402
429.4170000000,562.2230000000,533.0350000000,13.4990000000,8.0890000000,7.1110000000,10.2220000000,7.8220000000,8.6460000000,14.5100000000,9.1640000000,20.1700000000,11.2930000000,7.3380000000,72.0250000000,57684.5310000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,122021.9730000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,62593.8070000000,62589.3560000000,0.0030000000,59428.1650000000,86428453,86427438,29211,29220,84827305,84827305,84827296,84827305,0,0,1601148,1600133,1.0581165203,1.0581165203
390.4360000000,510.1240000000,485.9570000000,11.9770000000,7.3200000000,6.6110000000,9.3490000000,7.1450000000,7.8490000000,13.1350000000,8.3400000000,18.3530000000,10.4680000000,6.6160000000,65.4170000000,61376.3570000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,120085.9260000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,57115.8680000000,57111.3580000000,0.0040000000,62970.0550000000,86428462,86427438,29211,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,0.9740223290,0.9740223290
391.9330000000,516.1600000000,489.2250000000,12.2710000000,7.5300000000,6.7440000000,9.6260000000,6.8700000000,7.9880000000,13.3340000000,8.4580000000,18.7060000000,10.5830000000,6.7320000000,65.6310000000,61465.6480000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,127566.9400000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,64497.4310000000,64492.9300000000,0.0030000000,63069.5070000000,86428462,86427438,29211,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.9730416983,0.9730416983
389.4310000000,510.2630000000,484.8010000000,11.9820000000,7.4870000000,6.6350000000,9.3040000000,6.9840000000,7.9390000000,13.2570000000,8.2680000000,18.5270000000,10.5810000000,6.6670000000,65.7370000000,62041.9650000001,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,126163.6830000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,62533.1440000000,62528.6110000000,0.0040000000,63630.5360000000,86428462,86427438,29211,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,1.0127882977,1.0127882977
387.7510000000,509.7380000000,485.0730000000,12.0210000000,7.3370000000,6.5130000000,9.2260000000,6.9240000000,7.8690000000,12.9510000000,8.2050000000,18.3390000000,10.1090000000,6.4760000000,64.8960000000,64397.3030000003,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,136852.3320000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,70869.3190000000,70864.9410000000,0.0020000000,65983.0080000000,86428462,86427438,29211,29220,84827305,84827305,84827296,84827305,0,0,1601157,1600133,1.0199220440,1.0199220440
390.7880000000,509.6400000000,488.0670000000,12.1330000000,7.4900000000,6.6510000000,9.3490000000,7.1060000000,7.9480000000,13.2200000000,8.2450000000,18.7420000000,10.4210000000,6.5900000000,65.8650000000,59748.9169999999,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,125576.2970000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,64239.3560000000,64234.8600000000,0.0030000000,61336.9390000000,86428462,86427438,29211,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,1.0782588046,1.0782588046
385.3710000000,504.5160000000,482.6430000000,11.8160000000,7.1880000000,6.4080000000,9.1310000000,6.7930000000,7.8650000000,13.0820000000,8.0830000000,18.2410000000,10.3770000000,6.4930000000,64.3820000000,65886.0220000002,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,129883.9450000000,0.1110000000,0.1230000000,447.9660000000,150.7200000000,62429.6230000000,62425.1800000000,0.0030000000,67454.3200000000,86428462,86427438,29211,29220,84827305,84827305,84827305,84827305,0,0,1601157,1600133,0.8107641111,0.8107641111
