online_time.bool.local_gates,online_time.bool.interactive_gates,online_time.bool.layer_finish,online_time.yao.local_gates,online_time.yao.interactive_gates,online_time.yao.layer_finish,online_time.yao_rev.local_gates,online_time.yao_rev.interactive_gates,online_time.yao_rev.layer_finish,online_time.arith.local_gates,online_time.arith.interactive_gates,online_time.arith.layer_finish,online_time.splut.local_gates,online_time.splut.interactive_gates,online_time.splut.layer_finish,online_time.communication,complexities.boolean_sharing.ands,complexities.boolean_sharing.depth,complexities.total_vec_and,complexities.total_non_vec_and,complexities.xor_vals,complexities.gates,complexities.comb_gates,complexities.combstruct_gates,complexities.perm_gates,complexities.subset_gates,complexities.split_gates,complexities.yao.ands,complexities.yao.depth,complexities.reverse_yao.ands,complexities.reverse_yao.depth,complexities.arithmetic_sharing.muls,complexities.arithmetic_sharing.depth,complexities.sp_lut_sharing.ot_gates_total,complexities.sp_lut_sharing.depth,complexities.total_nr_of_gates,complexities.total_depth,timings.total,timings.init,timings.circuitgen,timings.network,timings.baseots,timings.setup,timings.otextension,timings.garbling,timings.online,communication.total.sent,communication.total.received,communication.base_ots.sent,communication.base_ots.received,communication.setup.sent,communication.setup.received,communication.otextension.sent,communication.otextension.received,communication.garbling.sent,communication.garbling.received,communication.online.sent,communication.online.received,cos_dist_ver,cos_dist_sfe
153.0550000000,170.0670000000,103.7880000000,3.3270000000,2.5010000000,1.1400000000,2.8110000000,2.2560000000,1.2200000000,3.1020000000,2.6630000000,2.7800000000,2.9390000000,2.6120000000,14.2040000000,702.8980000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2326.6230000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1147.7200000000,1141.4810000000,0.0050000000,1178.9010000000,98545454,98546478,49956,49956,96945321,96945321,96945312,96945321,0,0,1600133,1601157,0.9033191583,0.9033191583
154.2210000000,173.1360000000,106.7500000000,3.2120000000,2.4940000000,1.2450000000,2.7400000000,2.3330000000,1.1380000000,3.2190000000,2.6010000000,2.7670000000,2.9650000000,2.5580000000,14.4450000000,744.3190000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2410.7130000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1183.0130000000,1176.9230000000,0.0040000000,1227.6990000000,98545454,98546478,49956,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.7991465625,0.7991465625
150.1520000000,168.1530000000,103.4890000000,3.2120000000,2.4370000000,1.1580000000,2.7670000000,2.2960000000,1.1560000000,3.0970000000,2.7060000000,2.7430000000,2.9390000000,2.6040000000,14.0470000000,693.1340000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2268.0700000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1104.4890000000,1097.4120000000,0.0050000000,1163.5800000000,98545454,98546478,49956,49956,96945321,96945321,96945312,96945321,0,0,1600133,1601157,0.9444428009,0.9444428009
151.6860000000,169.8390000000,101.9390000000,3.0800000000,2.4700000000,1.1350000000,2.8110000000,2.3020000000,1.1800000000,3.2070000000,2.6430000000,2.6660000000,2.9480000000,2.5880000000,14.2680000000,688.6620000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2305.9640000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1145.1010000000,1138.4980000000,0.0010000000,1160.8620000000,98545454,98546478,49956,49956,96945321,96945321,96945312,96945321,0,0,1600133,1601157,0.8377250000,0.8377250000
151.0770000000,168.7720000000,101.9770000000,3.1760000000,2.5340000000,1.1510000000,2.7580000000,2.3470000000,1.1560000000,3.1520000000,2.6210000000,2.7350000000,2.9640000000,2.5600000000,14.1530000000,683.1190000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2192.4030000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1038.7560000000,1031.5050000000,0.0010000000,1153.6450000000,98545454,98546478,49956,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.8639090857,0.8639090857
153.9540000000,169.4940000000,103.0090000000,3.1410000000,2.5060000000,1.1480000000,2.8440000000,2.2380000000,1.1580000000,3.1870000000,2.5290000000,2.7500000000,3.0030000000,2.5400000000,14.2090000000,691.5110000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2344.1790000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1177.3600000000,1171.4180000000,0.0020000000,1166.8180000000,98545454,98546478,49956,49956,96945321,96945321,96945313,96945321,0,0,1600133,1601157,0.9504583178,0.9504583178
160.7830000000,178.8380000000,110.8980000000,3.2160000000,2.5390000000,1.2060000000,2.7470000000,2.2990000000,1.1770000000,3.3280000000,2.5600000000,2.8730000000,2.9880000000,2.5110000000,14.2670000000,747.3630000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2453.5330000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1206.4210000000,1200.3630000000,0.0060000000,1247.1100000000,98545454,98546478,49956,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.9688897126,0.9688897126
152.5490000000,169.8930000000,102.8150000000,3.2130000000,2.5510000000,1.1720000000,2.8170000000,2.3220000000,1.1960000000,3.2230000000,2.5780000000,2.7450000000,2.9850000000,2.6670000000,14.1560000000,693.5530000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2365.4660000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1197.5460000000,1191.7900000000,0.0030000000,1167.9180000000,98545454,98546478,49956,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.8739084095,0.8739084095
151.7540000000,170.4080000000,104.1540000000,3.2360000000,2.5390000000,1.1400000000,2.7680000000,2.3870000000,1.1390000000,3.1410000000,2.5990000000,2.8490000000,2.9240000000,2.5520000000,14.0150000000,702.5670000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2215.2980000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1037.7310000000,1030.8930000000,0.0030000000,1177.5650000000,98545454,96449292,49956,49956,96945321,94848135,96945312,92750967,0,0,1600133,1601157,0.7947431863,0.7947431863
156.5400000000,175.8800000000,108.7550000000,3.1690000000,2.5810000000,1.2210000000,2.8290000000,2.2930000000,1.1840000000,3.2280000000,2.6410000000,2.8820000000,3.0730000000,2.5170000000,14.3210000000,726.4850000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2361.7090000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1144.3440000000,1138.0160000000,0.0030000000,1217.3640000000,98545454,98546478,49956,49956,96945321,96945321,96945312,96945321,0,0,1600133,1601157,0.9316440402,0.9316440402
154.2550000000,172.3670000000,105.1170000000,3.1750000000,2.6050000000,1.1910000000,2.8230000000,2.2450000000,1.1020000000,3.1260000000,2.6310000000,2.7410000000,2.8850000000,2.6300000000,14.1440000000,697.5870000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2349.3500000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1171.1970000000,1164.7060000000,0.0040000000,1178.1510000000,98545454,98546478,49956,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,1.0718357618,1.0718357618
152.8550000000,170.5910000000,104.1160000000,3.1780000000,2.5340000000,1.1280000000,2.8130000000,2.2400000000,1.1060000000,3.1030000000,2.6070000000,2.7600000000,2.9720000000,2.5890000000,14.2130000000,691.8550000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2417.6720000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1249.5390000000,1243.1320000000,0.0020000000,1168.1320000000,98545454,98546478,49956,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.9600521915,0.9600521915
154.9470000000,174.4880000000,105.1490000000,3.2020000000,2.5790000000,1.2090000000,2.7990000000,2.3580000000,1.1720000000,3.2270000000,2.5930000000,2.7380000000,2.9650000000,2.4850000000,14.3040000000,722.3640000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2339.3500000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1133.2780000000,1126.6020000000,0.0040000000,1206.0710000000,98545454,98546478,49956,49956,96945321,96945321,96945312,96945321,0,0,1600133,1601157,0.7373926284,0.7373926284
159.4680000000,182.4820000000,113.6650000000,3.2240000000,2.5740000000,1.1870000000,2.7070000000,2.3540000000,1.1620000000,3.3350000000,2.6080000000,2.8860000000,2.9590000000,2.5730000000,14.5140000000,776.9650000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2473.3430000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1191.1080000000,1185.1880000000,0.0020000000,1282.2340000000,98545454,98546478,49956,49956,96945321,96945321,96945312,96945321,0,0,1600133,1601157,0.8629730121,0.8629730121
155.0590000000,175.8070000000,107.4020000000,3.1910000000,2.5370000000,1.1600000000,2.8680000000,2.2890000000,1.1290000000,3.1700000000,2.6230000000,2.7930000000,2.9450000000,2.5560000000,14.5090000000,745.8690000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2305.4290000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1071.9950000000,1064.8790000000,0.0020000000,1233.4320000000,98545454,98546478,49956,49956,96945321,96945321,96945312,96945321,0,0,1600133,1601157,0.8362122782,0.8362122782
153.1040000000,169.3180000000,103.1610000000,3.1110000000,2.4560000000,1.1560000000,2.6840000000,2.3010000000,1.1430000000,3.2350000000,2.5750000000,2.8480000000,2.9520000000,2.4530000000,14.2670000000,704.4740000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2216.2350000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1037.5390000000,1030.6380000000,0.0020000000,1178.6940000000,98545454,98546478,49956,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,1.0640664053,1.0640664053
152.4820000000,172.2710000000,103.5770000000,3.0490000000,2.4840000000,1.1380000000,2.7200000000,2.2940000000,1.1960000000,3.2360000000,2.5470000000,2.7540000000,2.9810000000,2.5200000000,14.0160000000,685.6350000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2175.1640000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1012.8610000000,1004.9030000000,0.0030000000,1162.3010000000,98545454,98546478,49956,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,1.0710480629,1.0710480629
152.8530000000,169.4060000000,102.9870000000,3.1750000000,2.5290000000,1.1910000000,2.7920000000,2.3300000000,1.1550000000,3.1630000000,2.6420000000,2.7400000000,2.9630000000,2.5710000000,14.2090000000,696.0510000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2335.2270000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1164.9300000000,1158.4290000000,0.0050000000,1170.2950000000,98545454,98546478,49956,49956,96945321,96945321,96945312,96945321,0,0,1600133,1601157,1.0235935744,1.0235935744
152.1330000000,169.3240000000,102.2060000000,3.1470000000,2.4830000000,1.1950000000,2.8790000000,2.3160000000,1.1820000000,3.1660000000,2.5750000000,2.7100000000,2.9640000000,2.5990000000,14.3650000000,698.7970000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2434.5940000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1262.9210000000,1256.4170000000,0.0010000000,1171.6730000000,98545454,96449301,49956,49956,96945321,94848144,96945321,94848144,0,0,1600133,1601157,0.7624488386,0.7624488386
154.3590000000,170.2090000000,104.1100000000,3.1440000000,2.5790000000,1.1710000000,2.7600000000,2.3290000000,1.2450000000,3.1040000000,2.5780000000,2.8270000000,2.8460000000,2.5820000000,13.9520000000,691.3680000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2201.5930000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1032.9350000000,1026.5960000000,0.0030000000,1168.6580000000,98545454,98546478,49956,49956,96945321,96945321,96945312,96945321,0,0,1600133,1601157,1.0923560380,1.0923560380
160.5540000000,180.4800000000,111.6740000000,3.2640000000,2.5380000000,1.2010000000,2.8310000000,2.2870000000,1.1570000000,3.2180000000,2.6140000000,2.9500000000,2.9490000000,2.5930000000,14.8430000000,771.1640000000,5971636,10918,5971636,5971636,5892966,1383450,0,0,0,24576,0,0,0,0,0,0,0,0,1,3163722,10918,2605.5250000000,0.0800000000,0.0780000000,23.1230000000,256.0850000000,1331.6330000000,1325.2740000000,0.0030000000,1273.8900000000,98545454,98546478,49956,49956,96945321,96945321,96945321,96945321,0,0,1600133,1601157,0.9953751251,0.9953751251
